pp	condition	speed	wheelangle	yposition	deviation	accel	break	xposition	block	condtime	time
C2D23	prac_none_none	0.0	0.0	-2.506	-0.006	0.0	0.0	1.0	0	0.0	52.963
C2D23	prac_none_none	84.165	0.0	-2.494	0.006	0.0	0.0	-2.828	0	0.162	53.125
C2D23	prac_none_none	84.059	0.0	-2.493	0.007	0.0	0.0	-3.319	0	0.183	53.146
C2D23	prac_none_none	83.951	0.0	-2.492	0.008	0.0	0.0	-3.816	0	0.204	53.167
C2D23	prac_none_none	83.867	0.0	-2.491	0.009	0.0	0.0	-4.206	0	0.221	53.184
C2D23	prac_none_none	83.781	0.0	-2.491	0.009	0.0	0.0	-4.605	0	0.238	53.201
C2D23	prac_none_none	83.675	0.0	-2.491	0.009	0.0	0.0	-5.094	0	0.259	53.222
C2D23	prac_none_none	83.606	0.0	-2.49	0.01	0.0	0.0	-5.412	0	0.272	53.236
C2D23	prac_none_none	83.506	0.0	-2.49	0.01	0.0	0.0	-5.875	0	0.293	53.256
C2D23	prac_none_none	83.436	0.0	-2.49	0.01	0.0	0.0	-6.196	0	0.306	53.27
C2D23	prac_none_none	83.364	0.0	-2.49	0.01	0.0	0.0	-6.531	0	0.321	53.284
C2D23	prac_none_none	83.279	0.0	-2.49	0.01	0.0	0.0	-6.923	0	0.338	53.301
C2D23	prac_none_none	83.181	0.0	-2.49	0.01	0.0	0.0	-7.378	0	0.357	53.321
C2D23	prac_none_none	83.101	0.0	-2.49	0.01	0.0	0.0	-7.747	0	0.374	53.337
C2D23	prac_none_none	83.028	0.0	-2.49	0.01	0.0	0.0	-8.084	0	0.388	53.351
C2D23	prac_none_none	82.924	0.0	-2.49	0.01	0.0	0.0	-8.568	0	0.409	53.373
C2D23	prac_none_none	82.846	0.0	-2.49	0.01	0.0	0.0	-8.928	0	0.425	53.388
C2D23	prac_none_none	82.765	0.0	-2.49	0.01	0.0	0.0	-9.301	0	0.441	53.404
C2D23	prac_none_none	82.698	0.0	-2.49	0.01	0.0	0.0	-9.61	0	0.455	53.418
C2D23	prac_none_none	82.606	0.0	-2.49	0.01	0.0	0.0	-10.035	0	0.473	53.436
C2D23	prac_none_none	82.505	0.0	-2.49	0.01	0.0	0.0	-10.503	0	0.493	53.457
C2D23	prac_none_none	82.401	0.0	-2.49	0.01	0.0	0.0	-10.983	0	0.514	53.478
C2D23	prac_none_none	82.28	0.0	-2.49	0.01	0.0	0.0	-11.542	0	0.539	53.502
C2D23	prac_none_none	82.167	0.0	-2.49	0.01	0.0	0.0	-12.068	0	0.562	53.525
C2D23	prac_none_none	82.104	0.0	-2.49	0.01	0.0	0.0	-12.358	0	0.574	53.538
C2D23	prac_none_none	82.035	0.0	-2.491	0.009	0.0	0.0	-12.679	0	0.588	53.552
C2D23	prac_none_none	81.957	0.0	-2.491	0.009	0.0	0.0	-13.039	0	0.604	53.568
C2D23	prac_none_none	81.854	0.0	-2.491	0.009	0.0	0.0	-13.512	0	0.625	53.588
C2D23	prac_none_none	81.794	0.0	-2.491	0.009	0.0	0.0	-13.791	0	0.637	53.601
C2D23	prac_none_none	81.709	0.0	-2.491	0.009	0.0	0.0	-14.184	0	0.655	53.618
C2D23	prac_none_none	81.632	0.0	-2.491	0.009	0.0	0.0	-14.541	0	0.67	53.634
C2D23	prac_none_none	81.543	0.0	-2.492	0.008	0.0	0.0	-14.951	0	0.689	53.652
C2D23	prac_none_none	81.443	0.0	-2.492	0.008	0.0	0.0	-15.417	0	0.709	53.673
C2D23	prac_none_none	81.374	0.0	-2.492	0.008	0.0	0.0	-15.734	0	0.723	53.687
C2D23	prac_none_none	81.303	0.0	-2.492	0.008	0.0	0.0	-16.063	0	0.738	53.701
C2D23	prac_none_none	81.203	0.0	-2.493	0.007	0.0	0.0	-16.526	0	0.758	53.722
C2D23	prac_none_none	81.119	0.0	-2.493	0.007	0.0	0.0	-16.912	0	0.776	53.739
C2D23	prac_none_none	81.05	0.0	-2.493	0.007	0.0	0.0	-17.233	0	0.79	53.753
C2D23	prac_none_none	80.979	0.0	-2.493	0.007	0.0	0.0	-17.562	0	0.804	53.768
C2D23	prac_none_none	80.881	0.0	-2.494	0.006	0.0	0.0	-18.012	0	0.824	53.788
C2D23	prac_none_none	80.816	0.0	-2.494	0.006	0.0	0.0	-18.315	0	0.838	53.801
C2D23	prac_none_none	80.735	0.0	-2.494	0.006	0.0	0.0	-18.692	0	0.855	53.818
C2D23	prac_none_none	80.645	0.0	-2.495	0.005	0.0	0.0	-19.103	0	0.873	53.837
C2D23	prac_none_none	80.574	0.0	-2.495	0.005	0.0	0.0	-19.433	0	0.888	53.851
C2D23	prac_none_none	80.481	0.0	-2.495	0.005	0.0	0.0	-19.864	0	0.907	53.87
C2D23	prac_none_none	80.411	0.0	-2.496	0.004	0.0	0.0	-20.187	0	0.921	53.885
C2D23	prac_none_none	80.316	0.0	-2.496	0.004	0.0	0.0	-20.625	0	0.941	53.905
C2D23	prac_none_none	80.248	0.0	-2.496	0.004	0.0	0.0	-20.94	0	0.955	53.919
C2D23	prac_none_none	80.172	0.0	-2.497	0.003	0.0	0.0	-21.295	0	0.971	53.935
C2D23	prac_none_none	80.065	0.0	-2.497	0.003	0.0	0.0	-21.79	0	0.993	53.957
C2D23	prac_none_none	80.001	0.0	-2.498	0.002	0.0	0.0	-22.084	0	1.007	53.97
C2D23	prac_none_none	79.923	0.0	-2.498	0.002	0.0	0.0	-22.443	0	1.023	53.986
C2D23	prac_none_none	79.853	0.0	-2.499	0.001	0.0	0.0	-22.766	0	1.037	54.001
C2D23	prac_none_none	79.744	0.0	-2.499	0.001	0.0	0.0	-23.272	0	1.06	54.024
C2D23	prac_none_none	79.665	0.0	-2.5	0.0	0.0	0.0	-23.638	0	1.077	54.04
C2D23	prac_none_none	79.611	0.0	-2.5	0.0	0.0	0.0	-23.888	0	1.088	54.052
C2D23	prac_none_none	79.392	0.0	-2.501	-0.001	0.0	0.0	-24.897	0	1.134	54.097
C2D23	prac_none_none	79.281	0.0	-2.502	-0.002	0.0	0.0	-25.411	0	1.157	54.121
C2D23	prac_none_none	79.211	0.0	-2.503	-0.003	0.0	0.0	-25.734	0	1.172	54.135
C2D23	prac_none_none	79.079	0.0	-2.504	-0.004	0.0	0.0	-26.344	0	1.2	54.164
C2D23	prac_none_none	78.96	0.0	-2.504	-0.004	0.0	0.0	-26.895	0	1.225	54.188
C2D23	prac_none_none	78.824	0.0	-2.505	-0.005	0.0	0.0	-27.525	0	1.255	54.218
C2D23	prac_none_none	78.675	0.0	-2.507	-0.007	0.0	0.0	-28.212	0	1.285	54.249
C2D23	prac_none_none	78.544	0.0	-2.508	-0.008	0.0	0.0	-28.818	0	1.313	54.276
C2D23	prac_none_none	78.456	0.0	-2.509	-0.009	0.0	0.0	-29.225	0	1.332	54.295
C2D23	prac_none_none	78.294	0.0	-2.51	-0.01	1.0	0.0	-29.977	0	1.366	54.329
C2D23	prac_none_none	78.531	0.0	-2.511	-0.011	1.0	0.0	-30.485	0	1.389	54.352
C2D23	prac_none_none	78.656	0.0	-2.512	-0.012	1.0	0.0	-30.992	0	1.412	54.376
C2D23	prac_none_none	78.777	0.0	-2.513	-0.013	1.0	0.0	-31.509	0	1.436	54.399
C2D23	prac_none_none	78.918	0.0	-2.514	-0.014	1.0	0.0	-31.958	0	1.456	54.42
C2D23	prac_none_none	79.014	0.0	-2.515	-0.015	1.0	0.0	-32.468	0	1.479	54.443
C2D23	prac_none_none	79.193	0.0	-2.516	-0.016	1.0	0.0	-32.717	0	1.49	54.454
C2D23	prac_none_none	79.197	0.0	-2.517	-0.017	1.0	0.0	-33.228	0	1.514	54.477
C2D23	prac_none_none	79.304	0.0	-2.518	-0.018	1.0	0.0	-33.813	0	1.54	54.504
C2D23	prac_none_none	79.479	0.0	-2.519	-0.019	1.0	0.0	-34.24	0	1.559	54.523
C2D23	prac_none_none	79.565	0.0	-2.521	-0.021	1.0	0.0	-34.744	0	1.582	54.546
C2D23	prac_none_none	79.687	0.0	-2.522	-0.022	1.0	0.0	-35.24	0	1.605	54.568
C2D23	prac_none_none	79.826	0.0	-2.523	-0.023	1.0	0.0	-35.64	0	1.623	54.586
C2D23	prac_none_none	79.928	0.0	-2.524	-0.024	1.0	0.0	-36.006	0	1.639	54.602
C2D23	prac_none_none	80.015	0.0	-2.525	-0.025	1.0	0.0	-36.369	0	1.655	54.619
C2D23	prac_none_none	80.061	0.0	-2.526	-0.026	1.0	0.0	-36.92	0	1.68	54.643
C2D23	prac_none_none	80.206	0.0	-2.528	-0.028	1.0	0.0	-37.403	0	1.701	54.665
C2D23	prac_none_none	80.309	0.0	-2.529	-0.029	1.0	0.0	-37.934	0	1.725	54.689
C2D23	prac_none_none	80.476	0.0	-2.53	-0.03	1.0	0.0	-38.27	0	1.74	54.704
C2D23	prac_none_none	80.518	0.0	-2.531	-0.031	1.0	0.0	-38.772	0	1.763	54.726
C2D23	prac_none_none	80.615	0.0	-2.533	-0.033	1.0	0.0	-39.369	0	1.789	54.752
